item_id,order_id,product_id,quantity,unit_price,discount_percent
996,606,376,1,44156.14,12
997,1033,145,2,47463.49,27
998,23,153,-3,12333.98,18
999,864,41,3,27949.87,9
1000,783,285,2,35671.32,20
1001,561,234,3,11947.06,38
1002,334,301,2,19435.94,1
1006,1165,21,5,3445.97,8
1007,140,72,2,6224.97,10
1009,704,385,1,29598.1,34
1010,853,329,4,41705.74,35
1011,425,230,2,7003.42,16
1012,116,331,5,1551.09,14
1013,87,113,2,57002.96,8
1014,662,199,4,1253.42,18
1015,850,282,1,2503.79,37
1016,471,299,4,528.43,5
1017,754,261,2,23891.17,9
1018,577,137,5,22520.6,24
1019,413,387,5,15451.07,12
1020,534,202,-1,39062.71,28
1021,1049,395,4,12354.94,7
1023,612,427,2,53210.46,19
1024,112,332,2,34054.11,16
1025,49,159,1,13063.77,11
1026,423,256,4,43226.16,29
1027,339,472,4,28862.52,38
1028,509,40,5,6524.97,0
1029,103,439,1,56812.55,0
1030,782,374,5,57676.38,6
1031,441,331,2,58259.32,23
1032,856,335,1,17918.45,2
1033,619,73,3,27469.97,13
1034,63,451,4,10557.42,7
1035,481,234,5,41725.62,17
1036,1154,246,1,43912.9,9
1037,815,348,4,1890.9,31
1038,954,212,2,58377.14,36
1039,130,492,3,42623.11,30
1040,548,13,3,57795.06,12
1041,918,415,1,59750.66,2
1042,892,287,4,47538.63,3
1043,182,307,3,27429.82,30
1045,711,209,2,34854.69,23
1046,712,393,3,8943.23,31
1047,836,185,4,5278.09,16
1049,337,456,1,20672.88,40
1050,700,277,2,51080.76,36
1052,1027,279,-1,31222.17,36
1053,1128,341,2,44408.7,21
1054,667,375,3,32952.2,25
1055,805,113,5,21132.95,26
1056,218,116,4,9426.5,12
1058,628,124,4,18241.17,13
1059,198,488,2,1507.99,1
1060,425,96,1,4114.61,28
1061,865,484,3,39728.94,0
1062,615,176,4,22557.46,19
1063,980,326,5,35640.84,31
1064,1024,164,3,1959.32,30
1065,786,386,5,46210.26,27
1066,719,486,4,59678.84,24
1067,999,389,1,28544.82,34
1068,503,371,1,27335.7,21
1069,962,18,3,18657.83,28
1070,841,49,1,41061.04,37
1071,58,479,5,26721.36,32
1072,563,357,5,23351.87,34
1074,926,151,2,2485.01,38
1075,225,352,2,58117.03,4
1076,996,128,1,23299.49,11
1077,90,155,2,13483.02,37
1078,469,366,4,48524.27,7
1079,286,68,5,33809.97,28
1080,881,11,5,53871.6,23
1081,218,215,4,2108.86,27
1082,865,35,1,5325.85,22
1083,1039,471,2,54406.31,8
1084,332,45,5,11288.76,12
1085,1119,192,5,15854.1,4
1086,380,299,4,7039.4,2
1087,302,154,-2,44823.86,25
1088,123,262,1,6853.88,17
1089,19,156,2,19239.8,15
1090,438,97,4,28748.7,13
1091,795,284,5,51535.7,4
1092,261,440,5,8809.62,4
1093,149,290,2,14899.36,26
1094,741,481,2,49695.74,26
1095,885,22,3,46859.86,1
1096,766,201,4,36425.55,14
1097,261,246,5,56968.34,32
1098,323,124,5,31323.38,31
1099,887,308,1,25097.25,35
1100,299,396,1,22234.32,25
1101,700,156,5,36357.22,19
1102,963,262,4,23227.02,37
1103,1176,71,4,20290.81,31
1104,1092,265,5,37918.82,16
1105,556,448,3,35706.59,14
1107,393,423,3,31108.54,26
1108,869,343,2,46122.01,8
1109,605,98,3,42786.0,35
1112,803,248,3,55955.79,29
1113,300,131,5,4415.81,7
1114,1128,202,1,4086.13,16
1115,932,479,5,35056.66,17
1116,862,102,3,3154.48,27
1117,1003,305,1,28634.45,24
1118,287,93,1,21743.96,3
1120,197,474,4,12373.08,36
1121,229,173,5,43202.36,18
1122,473,113,5,36259.31,17
1123,725,431,2,9187.0,35
1124,451,88,-4,12268.16,39
1125,329,47,5,44453.32,17
1126,256,49,2,50738.4,14
1127,340,457,2,55065.77,17
1128,490,344,3,26168.08,38
1129,914,110,2,6111.96,5
1130,910,227,2,44375.95,24
1131,779,12,5,45926.84,13
1132,1007,224,5,20603.1,1
1133,795,430,4,36432.58,23
1134,159,308,4,10186.06,25
1135,644,181,4,16521.09,18
1136,778,308,4,57643.24,36
1137,133,232,1,23393.31,22
1138,42,252,4,43478.29,27
1139,523,179,2,16220.39,16
1140,346,113,5,38736.04,38
1141,401,434,1,58751.77,23
1142,469,47,2,5633.37,35
1144,893,143,2,13822.41,19
1145,137,119,1,37294.58,36
1146,361,148,5,28267.88,27
1147,484,9,2,36197.8,4
1148,208,138,2,32083.8,29
1149,756,371,2,9247.84,11
1150,18,167,2,46004.34,32
1152,320,434,2,14591.34,38
1153,1176,401,3,27798.07,29
1154,226,366,2,9809.01,38
1155,138,194,2,134.35,29
1156,1004,347,4,33063.91,25
1157,956,493,5,21300.74,38
1158,830,385,3,31455.88,26
1159,1024,65,1,12492.89,38
1160,612,60,5,54259.5,24
1161,766,13,3,29284.57,1
1162,302,231,5,47452.41,8
1163,619,203,2,8624.69,14
1164,518,250,4,28034.31,29
1166,299,460,1,17795.54,3
1167,792,455,4,4779.6,18
1168,1050,283,4,2527.41,30
1169,679,100,-3,55326.92,10
1170,208,75,5,16249.56,1
1171,1068,191,1,26956.68,21
1173,1059,300,1,53023.63,31
1174,1053,19,5,43747.0,36
1175,315,478,4,19876.11,28
1176,548,74,2,45750.32,12
1179,311,219,-5,34134.39,13
1180,136,84,1,16003.91,30
1181,449,240,2,55496.82,31
1182,942,416,3,37046.22,23
1183,529,296,5,32920.73,21
1185,572,413,5,46719.94,15
1186,46,223,4,16404.09,32
1187,829,27,5,18090.52,16
1188,304,285,2,50684.84,14
1190,846,381,4,25215.56,21
1192,117,224,4,48922.14,9
1193,63,171,3,7181.76,15
1194,1008,476,4,35346.55,25
1196,670,304,4,51206.6,6
1197,18,77,5,25769.7,5
1198,312,27,1,28325.37,2
1199,752,348,3,39996.89,5
1201,81,315,1,49303.64,12
1202,801,422,4,6541.55,37
1203,1078,37,5,17138.25,4
1204,533,81,5,5857.6,38
1205,582,17,4,51144.17,10
1206,927,184,5,18453.29,25
1208,305,361,2,2304.18,3
1209,242,76,1,59893.72,8
1210,151,145,3,41294.78,37
1211,987,223,4,7444.85,35
1212,620,480,2,53745.82,2
1213,801,99,3,4056.72,2
1214,517,200,2,48769.88,29
1215,815,402,3,27031.77,20
1216,865,338,3,57488.1,36
1217,377,4,2,57261.95,26
1218,686,76,1,53064.73,15
1219,1015,491,3,54447.68,11
1220,19,324,3,42710.78,39
1221,6,54,4,46316.92,32
1222,303,171,5,16479.42,25
1223,403,223,1,27351.65,37
1224,1104,387,-4,2766.37,21
1225,129,243,4,55750.0,38
1226,646,428,5,13451.68,16
1229,921,123,4,234.8,3
1230,561,275,5,56401.02,1
1231,628,394,5,39832.52,31
1232,438,274,5,17324.67,7
1233,797,288,-3,10716.48,12
1235,266,477,3,10224.46,18
1236,852,83,4,12325.19,10
1237,592,159,5,41524.29,40
1238,319,448,1,51196.51,0
1239,136,399,3,57912.11,7
1240,692,63,5,45983.39,34
1241,251,247,5,16770.2,5
1242,189,181,2,23334.05,12
1243,513,372,1,54664.1,39
1244,177,33,2,8834.2,10
1245,1096,100,4,59467.7,40
1246,697,437,4,47580.65,27
1247,1050,398,4,12820.36,12
1248,991,397,5,44889.29,4
1249,465,428,4,33491.72,29
1250,756,102,-1,2279.13,12
1251,728,9,3,38958.14,26
1252,16,497,3,51734.21,5
1253,197,305,5,33728.6,7
1254,970,254,5,59768.53,21
1255,67,403,3,14837.65,34
1256,601,20,1,3389.29,19
1257,281,357,3,48960.03,9
1258,844,39,5,21890.74,31
1259,615,209,1,1666.25,18
1260,191,446,2,55891.48,38
1261,206,186,1,5799.92,16
1262,652,455,1,11038.88,13
1263,162,119,1,16663.24,35
1265,1132,337,3,6116.1,25
1266,84,160,4,5668.75,21
1267,107,71,-1,5749.47,37
1268,977,22,4,48589.08,25
1269,542,82,5,56385.46,15
1270,345,95,5,42071.78,6
1273,1182,407,2,29609.9,15
1274,433,314,4,11629.06,33
1275,279,208,5,24751.43,37
1276,511,316,1,42443.57,16
1277,1020,1,1,24392.14,12
1278,263,296,2,48885.33,37
1280,148,351,4,8064.43,13
1281,231,295,1,39145.99,7
1282,29,212,1,20547.28,28
1283,253,445,3,19574.19,26
1284,1063,349,3,26660.37,12
1285,299,106,4,21255.37,15
1286,561,224,1,15201.46,27
1287,126,401,1,44924.63,33
1288,847,57,3,8527.8,17
1289,29,243,5,4011.17,29
1290,460,231,2,41337.01,17
1291,800,139,2,28872.98,28
1292,36,400,2,38748.7,24
1293,1130,261,2,6678.48,23
1294,203,140,-5,47987.73,25
1295,1162,491,1,14549.42,18
1297,1086,472,-2,37688.41,33
1298,41,168,-5,25241.6,21
1299,397,96,1,43983.87,27
1300,557,301,2,37767.94,38
1301,731,50,4,28364.08,12
1302,666,24,3,21477.15,15
1303,1010,117,4,57454.36,1
1304,212,290,2,13955.14,2
1305,845,274,1,6246.65,35
1306,278,114,2,13186.38,6
1307,24,471,5,24607.38,17
1308,922,458,2,5699.63,15
1309,192,413,3,47486.86,34
1310,494,23,4,41370.9,34
1311,14,475,4,49042.22,13
1312,678,52,1,30271.66,14
1313,569,1,4,41813.11,22
1314,1140,357,2,1711.27,6
1315,1171,11,3,11633.42,10
1316,93,376,2,11831.78,13
1317,605,236,1,39733.51,14
1318,65,61,2,22061.88,19
1319,885,79,1,50033.82,10
1320,16,88,3,2204.26,11
1321,861,56,1,45888.61,13
1322,851,56,4,13832.5,10
1323,1066,366,5,53041.34,33
1325,1162,111,4,25550.69,39
1326,912,143,3,15687.7,13
1327,42,101,4,17802.5,34
1328,187,448,5,7009.32,8
1329,471,378,5,56978.8,7
1330,809,466,5,42775.69,8
1331,369,276,2,47956.68,15
1332,1042,440,5,32665.86,4
1333,1132,43,3,31552.04,5
1334,681,282,2,49703.8,2
1335,421,72,2,41956.65,5
1336,906,37,4,43283.1,34
1337,660,236,-2,40912.2,21
1338,24,400,1,46540.72,1
1339,63,43,3,9978.94,40
1340,170,353,2,28898.71,6
1341,1104,332,3,3529.13,40
1342,53,369,2,59305.33,20
1343,236,407,5,38771.86,18
1344,175,280,2,36060.86,36
1345,589,252,5,54624.19,4
1346,592,257,5,47319.76,20
1347,83,260,4,28092.04,2
1348,6,339,3,53158.99,24
1349,700,46,3,43461.56,17
1350,830,194,5,7464.25,26
1351,552,262,2,59440.99,23
1352,750,159,2,47129.88,24
1353,1132,366,1,37538.51,3
1354,493,211,5,51375.93,35
1355,728,403,1,46364.75,40
1357,251,444,4,15243.63,33
1358,1139,469,5,44336.52,16
1359,530,493,2,32893.91,30
1361,132,205,3,14609.41,4
1362,820,317,3,43586.78,33
1363,630,209,3,9599.71,15
1364,268,189,5,25910.25,6
1365,516,43,4,52419.31,24
1366,799,81,3,56773.89,23
1367,87,96,4,47340.68,23
1368,383,151,2,57557.18,1
1369,963,194,3,24730.38,17
1370,1051,295,5,30362.46,1
1372,565,170,2,27994.39,3
1373,697,20,3,41240.96,3
1375,728,100,5,15537.25,20
1376,251,203,2,48421.63,6
1377,932,270,4,43302.98,7
1378,407,124,5,5575.98,12
1379,276,208,3,59966.67,2
1380,72,371,1,57377.01,39
1381,1018,389,3,59486.18,6
1383,22,467,2,12601.34,1
1384,61,301,1,20141.85,26
1385,262,429,5,31479.8,0
1386,773,171,4,38246.32,31
1387,581,422,5,7270.09,26
1388,438,201,3,36623.58,22
1390,1178,147,1,32399.84,14
1391,1086,245,3,50300.11,37
1392,835,100,2,48915.29,10
1393,1036,76,1,14484.53,17
1394,857,40,1,15383.33,2
1395,603,67,5,32212.69,2
1396,44,399,3,14335.15,25
1397,95,266,1,7079.11,8
1398,37,481,1,56636.49,3
1399,417,185,4,23930.04,38
1400,56,198,2,41125.99,4
1401,436,52,2,46078.92,16
1402,729,27,4,30593.64,11
1403,223,249,4,25525.97,35
1404,293,319,2,59036.8,16
1405,83,60,-2,18309.97,35
1406,1081,230,2,20622.3,15
1407,1127,378,5,8276.07,2
1408,767,315,1,3298.68,23
1409,37,311,1,30493.23,36
1410,133,412,3,17217.29,11
1411,928,131,5,48458.76,25
1413,608,426,5,38540.78,38
1414,935,46,5,17803.3,34
1415,1187,197,5,14967.23,21
1416,603,11,5,53251.57,36
1417,399,489,2,53443.33,6
1418,457,151,2,46598.5,27
1419,1147,492,1,24528.36,1
1420,969,80,4,38450.34,29
1421,63,329,4,10517.49,13
1422,468,267,5,13301.8,38
1423,500,461,5,8397.53,35
1424,584,424,1,53845.32,26
1425,242,73,-5,36639.42,21
1426,302,208,5,45810.01,34
1427,890,339,3,5700.49,35
1428,775,177,-4,37858.13,13
1429,987,415,4,5985.34,9
1430,1083,161,5,20277.46,7
1431,394,398,3,23980.36,9
1432,637,436,5,16386.9,2
1433,337,245,2,158.59,32
1434,801,465,4,3850.04,3
1435,793,258,2,4595.9,12
1436,686,422,1,2970.18,4
1437,115,314,3,4898.26,40
1438,659,28,4,24526.68,11
1439,1069,101,5,56970.48,26
1440,104,374,3,13308.6,17
1441,1015,226,4,35970.26,25
1442,920,454,2,43588.67,26
1443,281,177,1,33372.32,5
1444,1008,372,4,55377.45,3
1445,1158,359,-5,4100.97,16
1446,1074,346,5,15841.66,12
1447,930,119,1,56240.78,20
1448,351,104,3,54957.58,25
1449,1116,475,1,27908.88,13
1450,337,348,-1,4807.82,10
1451,231,113,4,14354.58,32
1452,651,68,4,29795.31,36
1453,771,63,2,13173.4,4
1454,1117,152,3,15949.46,3
1455,346,443,5,19449.06,9
1456,603,262,1,58387.41,6
1457,584,28,2,27159.14,16
1458,816,241,5,6586.13,9
1459,1024,342,5,10302.06,11
1460,331,328,1,52703.07,37
1461,374,53,2,15739.79,26
1462,1119,175,4,47085.23,38
1463,873,444,2,52496.52,34
1464,236,435,5,10715.27,20
1465,694,118,5,45041.25,1
1466,1116,369,4,24226.61,7
1467,126,207,4,14233.4,25
1468,301,441,1,21968.67,0
1469,295,44,2,10908.89,40
1470,327,45,-4,40756.95,23
1471,687,277,4,56229.82,16
1472,308,376,1,31417.96,11
1473,1169,72,3,34115.24,29
1474,81,286,5,32102.14,17
1475,1110,148,5,52097.85,10
1476,78,436,3,47923.27,38
1477,471,340,5,26045.74,38
1478,514,260,3,38937.4,19
1479,692,434,5,30781.12,40
1481,74,356,4,5590.78,11
1482,1115,206,4,23490.72,12
1483,383,14,5,27175.18,24
1485,1110,77,5,34518.11,27
1486,316,429,2,19274.97,36
1487,79,405,-5,19163.41,33
1488,382,350,2,22183.99,17
1489,739,387,4,22918.26,39
1490,936,292,1,1934.98,7
1491,1110,91,3,51163.65,17
1492,1073,202,4,35656.34,12
1493,603,96,2,38073.55,8
1494,1180,434,3,47393.15,14
1495,399,280,5,56078.73,21
1496,534,41,3,11277.45,21
1497,990,92,3,23405.68,36
1498,454,445,2,20665.17,38
1499,758,53,2,51640.97,32
1500,802,190,3,1636.99,31
1501,792,487,5,19530.14,39
1502,999,396,-3,49509.23,14
1503,628,322,5,7286.67,32
1504,153,475,1,54841.44,38
1505,97,102,5,49998.17,21
1506,552,407,1,5252.01,23
1507,630,46,3,17689.63,6
1508,672,104,1,13074.09,11
1509,440,419,4,28603.75,33
1510,873,230,3,2842.95,39
1511,307,357,1,17080.38,5
1512,725,91,4,23037.65,33
1513,250,357,5,31470.89,35
1514,270,388,4,502.92,23
1515,1054,270,5,51401.56,22
1516,281,479,3,33488.65,27
1517,665,443,5,30435.72,28
1518,573,153,2,8379.32,21
1519,573,278,3,43999.98,27
1520,650,404,5,17353.15,32
1521,244,496,1,48763.83,27
1522,53,70,1,52961.15,2
1523,629,191,2,35221.25,14
1524,485,68,1,47978.79,20
1525,12,166,3,28883.7,33
1526,872,285,2,40951.5,18
1527,1065,269,5,23045.75,37
1528,1005,74,4,57789.41,14
1529,904,369,3,38624.42,9
1530,266,188,5,59088.92,10
1531,590,108,1,31597.08,11
1532,217,378,2,11506.38,4
1533,294,450,1,37652.03,39
1534,773,379,1,53140.38,33
1535,538,251,2,12317.03,35
1536,50,273,2,46039.41,25
1537,179,341,4,10698.78,11
1538,984,238,3,15694.41,23
1539,545,248,2,22796.69,36
1540,667,73,5,5505.02,29
1541,1135,124,1,23610.48,35
1542,901,492,1,38760.68,11
1543,441,102,4,47253.98,13
1544,1194,495,2,57405.79,1
1545,354,80,5,57316.05,39
1546,844,452,2,57324.98,27
1547,1199,39,3,14252.7,35
1548,342,167,3,42177.97,15
1549,1107,105,3,33401.05,19
1550,251,251,4,44253.18,31
1551,806,149,2,56519.71,36
1552,520,296,4,36711.65,7
1553,916,310,5,26383.88,11
1554,902,36,2,3420.71,15
1555,960,389,5,54648.74,7
1556,670,71,5,57079.03,33
1557,306,15,1,8169.51,23
1558,112,281,2,10478.65,2
1559,1136,251,5,48668.89,29
1560,1037,443,5,26358.36,13
1561,763,342,5,21506.12,15
1562,808,474,1,47941.65,2
1563,570,155,2,55360.43,5
1564,1176,165,1,27666.86,22
1565,334,489,2,52333.2,36
1566,192,12,2,38610.41,10
1567,714,340,1,5639.26,12
1568,1048,99,1,36763.6,12
1569,1181,213,4,5050.6,37
1570,236,75,4,3000.15,9
1571,237,107,2,7172.94,29
1572,286,28,1,36389.66,5
1573,784,207,1,7857.2,11
1574,66,229,2,43407.66,33
1576,1172,99,4,22878.99,13
1577,367,234,3,46621.26,6
1578,578,91,1,5497.02,1
1579,809,321,5,8522.61,21
1580,1181,341,3,58920.83,9
1581,770,66,1,50415.48,37
1582,752,496,3,43322.29,4
1583,3,413,2,42968.83,36
1584,263,399,5,29843.83,1
1585,469,497,4,7207.15,17
1586,736,282,3,32424.4,24
1588,320,14,2,59406.99,3
1589,742,315,2,28810.7,35
1590,124,86,5,37203.54,28
1591,175,221,4,51731.66,1
1593,535,488,2,49683.28,40
1594,455,360,3,2039.74,3
1595,744,465,4,57399.69,36
1596,925,189,4,53593.25,19
1597,760,227,5,40656.4,22
1598,871,432,2,56751.63,16
1599,218,71,3,27758.58,0
1600,1137,31,1,47855.82,32
1601,425,14,4,33275.22,6
1602,566,391,1,29390.15,27
1603,1115,7,5,5935.96,23
1604,304,304,1,52119.11,6
1605,125,238,1,11809.6,2
1606,209,127,1,27770.58,14
1607,98,417,3,21731.16,33
1608,1008,154,2,48081.5,11
1609,403,13,1,33951.36,11
1610,1082,347,3,26864.51,27
1611,1017,16,2,7317.73,0
1613,896,456,4,26264.85,9
1614,1199,33,5,14508.82,8
1615,973,10,1,3549.1,17
1616,872,52,3,57908.35,40
1617,139,408,1,3129.6,37
1618,958,64,3,2337.31,16
1619,1114,394,5,4169.89,36
1621,353,22,3,36672.45,32
1622,610,332,5,49320.53,25
1623,1084,253,2,38916.81,12
1624,900,351,1,48838.55,24
1625,600,53,4,54493.74,6
1626,994,147,1,29152.78,36
1627,478,426,2,45755.49,27
1628,1056,343,5,35747.77,37
1629,234,313,4,48440.1,4
1630,541,85,-4,50902.48,8
1631,957,27,5,27698.43,34
1632,217,46,4,3389.86,10
1633,57,323,3,5795.18,34
1634,172,121,3,41092.33,39
1636,172,500,4,57754.9,34
1637,594,476,5,1929.09,4
1638,818,458,3,18316.43,8
1639,247,232,3,31364.58,14
1640,902,498,5,22490.58,0
1641,127,416,1,15644.09,2
1642,656,243,1,49745.76,11
1643,779,289,1,18043.38,25
1645,554,406,2,36034.11,27
1647,978,341,1,16101.35,37
1648,242,133,1,47427.98,27
1650,582,346,5,33535.44,21
1652,93,454,5,55581.0,40
1653,771,197,5,14994.43,16
1655,910,6,2,33693.91,6
1656,328,478,3,34841.84,15
1657,833,141,5,32848.04,0
1658,1176,492,2,16028.5,25
1659,1028,117,5,2561.17,27
1660,530,203,4,9165.19,33
1661,1180,35,4,1421.08,4
1662,152,110,1,35231.23,15
1663,335,421,2,42912.61,6
1664,974,369,4,53677.1,21
1666,681,400,1,54609.58,23
1667,571,385,3,29785.96,16
1668,200,220,3,39052.12,12
1669,561,15,5,25041.81,4
1670,992,460,1,46366.75,8
1671,1103,294,5,37866.17,34
1672,6,444,4,27757.33,35
1673,557,41,4,16325.12,33
1675,808,321,4,56836.38,34
1676,1103,317,2,41962.96,37
1677,1126,226,3,55825.56,24
1678,185,168,3,35342.3,20
1679,101,57,1,36860.46,38
1680,120,433,4,59681.57,15
1681,782,456,1,21140.54,4
1682,866,350,1,13701.45,38
1683,1138,414,4,12507.78,20
1684,258,52,5,34798.2,20
1685,115,195,4,559.93,1
1686,1173,155,2,17992.93,37
1687,97,151,4,59918.54,17
1688,1141,315,4,25937.27,26
1689,893,135,2,959.87,19
1690,746,251,4,20461.01,1
1691,632,394,3,57888.99,12
1693,829,449,4,47018.42,40
1694,858,173,3,3346.12,25
1695,711,118,1,648.45,27
1696,383,61,2,9214.13,11
1697,926,220,4,41667.58,30
1698,276,392,-3,36835.06,24
1699,162,91,3,42577.54,6
1700,1031,418,3,32051.19,33
1701,123,4,5,999.34,30
1702,812,247,4,59499.05,8
1704,28,477,3,26822.31,26
1705,337,327,4,4660.77,7
1707,881,178,5,43796.82,34
1708,1135,180,2,22172.9,16
1709,359,159,2,7492.01,35
1710,477,258,3,52731.13,23
1711,550,25,1,40581.66,27
1713,158,58,2,56673.41,9
1714,917,147,5,36925.12,31
1715,174,231,4,54080.11,25
1716,498,341,3,38739.39,10
1717,63,99,5,32379.87,10
1718,973,182,1,39337.78,3
1719,138,311,4,57742.74,2
1720,399,17,4,36571.96,14
1721,1117,258,2,16079.24,14
1722,471,452,3,807.74,40
1723,1055,36,4,26488.44,32
1724,138,432,4,20785.89,11
1725,521,470,3,15773.0,27
1726,1089,108,5,52752.59,4
1727,446,231,5,6518.47,20
1728,253,76,5,27443.95,32
1729,524,448,5,44146.93,39
1730,872,301,5,30918.1,9
1731,125,157,3,28926.33,8
1733,75,415,1,51724.69,38
1734,781,364,3,10584.27,8
1735,1141,333,2,35584.33,10
1736,488,291,1,9141.78,7
1737,1126,256,1,23574.64,10
1738,1161,108,2,31073.16,32
1739,1184,286,2,10150.22,7
1740,240,8,-2,13878.16,0
1741,1070,198,4,26094.83,7
1742,62,261,5,40321.23,35
1743,985,367,4,7389.99,35
1744,606,97,3,23084.58,5
1746,175,302,5,45331.52,30
1747,1128,329,2,11779.75,19
1748,648,427,1,2188.67,12
1750,572,484,3,57154.56,37
1751,153,170,1,54186.07,2
1752,799,217,3,5612.45,0
1753,805,470,3,18015.54,5
1754,461,145,1,48485.0,34
1755,817,315,5,16204.99,39
1756,1071,315,1,22100.33,35
1757,881,215,5,12217.9,35
1758,1095,372,5,33919.64,25
1759,941,402,1,31724.47,34
1760,1138,267,5,7186.97,33
1761,994,401,5,4451.61,1
1762,879,93,3,27266.7,4
1763,773,12,5,14281.18,1
1764,272,221,3,27327.67,40
1765,1145,426,2,22870.41,19
1766,1134,438,1,45687.04,36
1767,286,482,1,47059.51,23
1768,644,498,1,27688.18,29
1769,185,344,2,29347.84,24
1770,153,50,5,40411.16,35
1771,189,312,5,24228.49,8
1772,363,84,2,36229.2,30
1773,153,231,1,48688.65,16
1774,751,137,2,6403.62,35
1775,602,191,4,50022.99,2
1776,1036,65,1,50710.82,9
1777,752,255,1,42647.37,1
1778,102,33,4,13251.48,21
1779,109,236,2,12755.2,8
1780,963,91,5,9861.0,35
1781,574,3,1,5428.67,33
1782,1059,94,2,41361.95,28
1783,280,215,1,23430.22,34
1786,950,454,1,58865.19,5
1787,876,42,1,44657.7,14
1788,903,28,5,8256.24,2
1789,146,415,-4,35659.54,0
1790,991,132,1,52647.67,36
1791,1151,365,3,41977.7,14
1792,289,409,5,31361.99,26
1794,968,393,1,24863.83,5
1795,1055,474,2,58646.51,12
1796,1103,43,2,54111.62,4
1797,681,24,2,21172.52,35
1798,826,114,2,4216.37,18
1799,738,225,3,31488.67,15
1800,311,216,5,3722.48,17
1801,892,20,4,26923.5,37
1802,515,457,3,55863.84,32
1803,622,496,2,19143.38,14
1804,611,208,2,32457.51,21
1805,913,418,4,55628.02,3
1806,920,318,3,21211.11,23
1807,327,106,5,11048.06,0
1808,1108,480,3,54148.57,20
1809,1011,323,3,43864.13,38
1810,479,52,1,59807.21,29
1811,795,49,5,59178.18,1
1812,605,361,4,40950.43,3
1813,363,87,1,24426.76,39
1814,479,162,3,41948.09,5
1815,2,458,1,40045.0,11
1816,643,402,-5,21504.93,3
1817,856,389,1,4828.5,7
1818,375,465,3,58000.08,37
1819,696,17,4,17022.92,31
1820,908,361,2,50687.04,29
1821,102,477,3,42526.99,37
1822,58,468,2,40018.98,4
1823,805,148,5,13052.28,19
1824,25,105,5,7199.2,17
1825,65,450,2,25761.65,32
1826,583,33,1,32611.39,40
1827,193,490,2,59430.09,21
1828,357,492,5,21614.53,15
1829,1162,175,2,2837.71,24
1830,122,209,-4,34206.73,36
1831,40,204,5,25765.54,35
1832,1120,199,4,28702.29,2
1833,495,246,5,16096.65,8
1834,447,340,2,34259.53,18
1835,768,442,2,1328.62,25
1836,773,389,2,20117.04,0
1837,713,425,1,4465.42,13
1838,642,131,2,53940.75,11
1839,941,276,3,11107.84,3
1840,1173,360,2,13208.22,14
1841,196,36,1,44260.0,2
1842,864,430,1,21434.55,0
1843,1108,285,-4,30675.16,15
1844,239,46,4,23615.67,14
1845,14,145,3,57465.5,29
1846,1153,285,5,27123.74,36
1847,180,88,5,44243.1,27
1848,810,24,2,57199.75,15
1849,367,409,1,53096.18,9
1850,725,267,2,4756.49,29
1851,51,356,5,7652.33,28
1852,706,432,-2,13616.42,35
1853,388,221,2,6028.58,38
1854,351,35,3,54423.57,33
1855,1070,294,4,43395.09,23
1856,889,55,1,30237.66,13
1857,681,282,5,4985.03,37
1858,1166,384,4,41447.02,30
1859,193,196,5,31054.17,3
1860,696,470,2,28777.14,38
1861,138,281,4,36558.52,9
1862,1192,246,2,48241.98,17
1863,637,444,1,39475.66,32
1864,977,84,1,3333.06,35
1865,604,275,2,37553.8,14
1866,319,31,3,5411.96,17
1867,571,336,2,43895.42,33
1868,136,216,3,34678.73,12
1869,260,377,1,7742.08,40
1870,104,142,2,13219.15,8
1871,899,255,3,51044.14,8
1872,212,125,3,43099.35,2
1873,268,258,1,25133.93,3
1874,811,101,1,40962.7,3
1875,473,479,4,27469.39,22
1876,1198,50,5,32282.42,8
1877,47,334,2,59441.03,5
1878,152,241,3,22749.39,38
1879,326,299,5,13168.37,1
1880,1109,421,3,4106.16,24
1881,309,291,1,48107.36,12
1882,860,250,1,30115.12,23
1883,755,497,4,50501.93,25
1884,84,197,2,42055.53,9
1885,1049,412,4,21786.84,3
1886,588,399,3,18100.14,2
1887,884,201,2,41122.98,38
1888,461,291,4,20693.02,19
1889,772,86,4,11467.39,10
1890,889,452,1,5398.73,9
1891,842,341,2,55186.15,21
1892,1137,357,3,16066.65,9
1893,1055,436,5,38210.31,2
1894,1010,486,5,57027.22,39
1895,835,76,2,43488.86,5
1896,1170,350,4,15893.82,12
1897,491,455,2,43237.91,18
1898,383,456,3,40035.96,23
1899,461,126,3,56959.19,2
1900,494,40,1,42413.71,23
1901,1084,256,4,1776.57,17
1902,957,399,4,54976.64,36
1903,1023,170,4,24142.46,17
1905,1156,242,3,23642.35,38
1906,783,493,1,25911.39,17
1907,363,176,3,22259.35,34
1908,17,294,3,55525.05,39
1909,628,261,1,48904.48,11
1910,293,166,3,34585.42,25
1911,915,94,-1,51221.57,15
1912,566,70,2,22139.77,37
1913,545,93,4,7440.13,18
1915,323,482,4,49013.02,19
1917,938,116,-1,57666.93,1
1918,250,254,5,49334.9,10
1919,247,41,3,43820.38,28
1920,1141,144,3,9469.46,23
1921,573,379,2,26033.44,32
1922,532,137,4,3011.7,31
1924,303,114,4,27821.67,8
1925,820,350,3,24463.58,12
1926,229,143,1,38777.76,2
1927,732,418,2,48838.92,34
1929,312,248,2,43796.34,4
1930,655,238,2,7282.91,1
